loan_id,loan_status,loan_amnt,funded_amnt,interest_rate,monthly_payment,term,grade,sub_grade,dti,delinq_2yrs,inquiries_6mo,public_records,revolving_utilization,open_accounts,total_accounts,purpose,home_ownership,state,earliest_cr_Line,employment_length,annual_income,verification_status,VAR24,recoveries,total_rec_prncp,default_flag,_LEVEL_,pred_prob,Fair Rate ,Grade implied rate
26858,Fully Paid,20000,20000,17.97,507.55,60 months,D,D1,8.81,0,0,0,60.7,9,15,credit_card,OWN,NY,DEC2008,10+ years,79400,Not Verified,20000,0,20000,0,1,0.2439488027,0.1832071588762579,0.21124155917823043
26875,Fully Paid,7000,7000,8.19,219.97,36 months,A,A4,21.22,0,2,0,4,32,61,debt_consolidation,RENT,FL,OCT1999,4 years,98000,Not Verified,7000,0,7000,0,1,0.0767811769,0.0992473823171041,0.09318522201240317
26877,Fully Paid,3600,3600,16.14,126.82,36 months,C,C4,10.28,0,2,1,13.9,14,16,other,RENT,IL,DEC2012,10+ years,58000,Source Verified,3600,0,3600,0,1,0.237342251,0.17707500134148732,0.1715567968159956
26935,Fully Paid,40000,40000,16.14,975.71,60 months,C,C4,18.58,0,1,0,30,18,29,credit_card,MORTGAGE,WA,SEP2004,10+ years,73000,Verified,40000,0,40000,0,1,0.27018512,0.19189179113519875,0.1715567968159956
26937,Fully Paid,3600,3600,18.94,131.86,36 months,D,D2,11.93,0,1,0,39.2,18,29,debt_consolidation,RENT,CA,OCT1986,4 years,100000,Not Verified,3600,0,3600,0,1,0.2782441871,0.19912231397241834,0.21124155917823043
26947,Fully Paid,4500,4500,11.8,149.04,36 months,B,B4,11.59,0,0,0,81.7,7,8,credit_card,RENT,CA,JAN2013,3 years,32000,Source Verified,4500,0,4500,0,1,0.1442846876,0.12956369043228086,0.12551628685844768
26972,Fully Paid,24000,24000,15.02,571.22,60 months,C,C3,14.42,5,1,0,26.3,6,25,debt_consolidation,OWN,NY,OCT2005,n/a,56000,Verified,24000,0,24000,0,1,0.3493757979,0.22761801310642202,0.1715567968159956
27078,Fully Paid,1000,1000,11.8,33.12,36 months,B,B4,17.88,0,2,0,5.7,21,43,other,RENT,VT,DEC1999,3 years,48000,Not Verified,1000,0,1000,0,1,0.1279540808,0.12282207963361355,0.12551628685844768
27102,Fully Paid,6000,6000,8.81,190.27,36 months,A,A5,1.79,0,0,0,8.1,6,21,credit_card,RENT,CA,JUL2006,< 1 year,65000,Not Verified,6000,0,6000,0,1,0.0482265504,0.08837039251457332,0.09318522201240317
27116,Fully Paid,12000,12000,16.91,427.3,36 months,C,C5,25.37,0,2,0,46.9,16,32,home_improvement,OWN,CO,JUL1973,n/a,84000,Not Verified,12000,0,12000,0,1,0.3492755278,0.22757277707682014,0.1715567968159956
27136,Fully Paid,6000,6000,11.31,197.32,36 months,B,B3,18.68,0,0,0,1,6,17,debt_consolidation,RENT,FL,MAY2006,n/a,18953,Not Verified,6000,0,6000,0,1,0.1982300828,0.15183346051937255,0.12551628685844768
27236,Fully Paid,8000,8000,7.56,249.08,36 months,A,A3,22.59,0,2,0,16.6,7,9,credit_card,OWN,WI,NOV1976,n/a,35376,Not Verified,8000,0,8000,0,1,0.0967868283,0.1068679080582055,0.09318522201240317
27295,Fully Paid,18000,18000,10.33,583.61,36 months,B,B1,25.98,0,1,0,1.4,15,31,small_business,OWN,OK,JUN2003,< 1 year,40000,Not Verified,18000,0,18000,0,1,0.1893862916,0.14818256138345806,0.12551628685844768
27308,Fully Paid,5000,5000,15.02,173.38,36 months,C,C3,4.6,0,1,0,0.6,3,5,debt_consolidation,RENT,NY,SEP2014,2 years,30000,Not Verified,5000,0,5000,0,1,0.1802316311,0.15131001564407912,0.1715567968159956
27332,Fully Paid,35000,35000,13.56,1188.76,36 months,C,C1,12.92,0,0,0,43.4,8,15,debt_consolidation,RENT,CA,MAR1992,< 1 year,80000,Verified,35000,0,35000,0,1,0.2821988086,0.1973116677797546,0.1715567968159956
27340,Fully Paid,3000,3000,13.56,101.9,36 months,C,C1,26.67,1,0,0,75.7,7,20,other,MORTGAGE,PA,FEB2005,10+ years,40000,Source Verified,3000,0,3000,0,1,0.1812961196,0.15179025086172476,0.1715567968159956
27390,Fully Paid,20500,20500,13.56,696.27,36 months,C,C1,23.9,0,0,0,91.4,10,24,debt_consolidation,RENT,TX,OCT2000,10+ years,34000,Verified,20500,0,20500,0,1,0.2610203687,0.18775718908433212,0.1715567968159956
27432,Fully Paid,9000,9000,11.8,298.07,36 months,B,B4,12.29,0,1,0,9.3,6,22,debt_consolidation,OWN,IN,JUN2006,10+ years,50000,Not Verified,9000,0,9000,0,1,0.1020239017,0.11211756769643692,0.12551628685844768
27503,Fully Paid,20550,20550,17.97,521.5,60 months,D,D1,26.04,0,3,0,31.1,8,36,credit_card,MORTGAGE,IN,NOV2005,1 year,94000,Not Verified,20550,0,20550,0,1,0.2439640975,0.18321425659854398,0.21124155917823043
27584,Fully Paid,18000,18000,16.91,640.95,36 months,C,C5,8.62,0,0,0,89.5,9,11,credit_card,RENT,PA,APR2005,5 years,107000,Source Verified,18000,0,18000,0,1,0.2632595294,0.1887673679881983,0.1715567968159956
27664,Fully Paid,6000,6000,10.33,194.54,36 months,B,B1,3.44,0,0,1,3.4,6,26,other,RENT,CA,JUN1998,7 years,205000,Not Verified,6000,0,6000,0,1,0.0865412477,0.1057260092763034,0.12551628685844768
27674,Fully Paid,7000,7000,8.81,221.98,36 months,A,A5,19.46,0,1,0,35.2,13,30,home_improvement,MORTGAGE,TX,FEB2004,10+ years,85000,Not Verified,7000,0,7000,0,1,0.0507378828,0.0893270058642722,0.09318522201240317
27722,Fully Paid,5400,5400,16.14,190.23,36 months,C,C4,23.86,0,1,0,41.2,4,6,credit_card,OWN,MI,JUN2001,10+ years,42000,Not Verified,5400,0,5400,0,1,0.2087600723,0.16418038687756226,0.1715567968159956
27860,Fully Paid,15000,15000,11.8,332.16,60 months,B,B4,6.83,0,0,1,22.6,17,22,car,RENT,IL,JUN2009,10+ years,105000,Not Verified,15000,0,15000,0,1,0.124375574,0.12134479833099933,0.12551628685844768
27895,Fully Paid,2000,2000,16.14,70.46,36 months,C,C4,6.3,0,0,0,6.3,8,22,major_purchase,MORTGAGE,LA,MAR2001,10+ years,96000,Source Verified,2000,0,2000,0,1,0.1574018871,0.14101056470718792,0.1715567968159956
27901,Fully Paid,40000,40000,10.72,1304.26,36 months,B,B2,7.35,0,0,0,53,9,11,debt_consolidation,RENT,NY,SEP2015,1 year,95000,Not Verified,40000,0,40000,0,1,0.1726161363,0.1412594959119529,0.12551628685844768
27910,Fully Paid,14000,14000,10.33,453.92,36 months,B,B1,21.67,0,0,1,29.7,7,27,debt_consolidation,MORTGAGE,WA,SEP2004,< 1 year,90000,Verified,14000,0,14000,0,1,0.1121132891,0.11628267459545173,0.12551628685844768
28010,Fully Paid,10000,10000,16.14,352.27,36 months,C,C4,11.41,1,1,0,24.3,9,16,home_improvement,MORTGAGE,CA,MAY2007,4 years,107500,Source Verified,10000,0,10000,0,1,0.2072083174,0.1634803254375991,0.1715567968159956
28041,Fully Paid,15600,15600,16.91,555.49,36 months,C,C5,13.99,0,3,1,44,9,16,debt_consolidation,RENT,CT,OCT1994,5 years,55000,Verified,15600,0,15600,0,1,0.2615594093,0.1880003728104699,0.1715567968159956
28056,Fully Paid,15000,15000,13.56,509.47,36 months,C,C1,25.97,0,0,0,62,13,14,credit_card,RENT,NV,JAN2013,3 years,42000,Source Verified,15000,0,15000,0,1,0.3090348348,0.2094185199279007,0.1715567968159956
28059,Fully Paid,6600,6600,14.47,227.09,36 months,C,C2,10.69,0,0,0,14.6,5,5,medical,MORTGAGE,FL,AUG2003,2 years,41000,Source Verified,6600,0,6600,0,1,0.1859471097,0.1538885067310379,0.1715567968159956
28102,Fully Paid,6000,6000,10.33,194.54,36 months,B,B1,13.47,0,0,0,41,8,12,credit_card,RENT,GA,OCT2012,4 years,32000,Not Verified,6000,0,6000,0,1,0.1222042192,0.12044841835279681,0.12551628685844768
28121,Fully Paid,1500,1500,8.81,47.57,36 months,A,A5,26.16,0,1,0,16.7,19,43,debt_consolidation,MORTGAGE,AZ,SEP2001,10+ years,100000,Not Verified,1500,0,1500,0,1,0.0516902435,0.0896897778172596,0.09318522201240317
28139,Fully Paid,4500,4500,7.02,138.99,36 months,A,A2,8.17,0,3,0,4.6,23,48,debt_consolidation,RENT,DC,MAR2007,1 year,150000,Source Verified,4500,0,4500,0,1,0.0649396554,0.09473672592305361,0.09318522201240317
28146,Fully Paid,40000,40000,10.72,1304.26,36 months,B,B2,12.78,0,0,1,67.6,11,20,debt_consolidation,MORTGAGE,NJ,JUL2002,10+ years,110000,Source Verified,40000,0,40000,0,1,0.1500240094,0.13193300066660152,0.12551628685844768
28181,Fully Paid,15000,15000,15.02,357.01,60 months,C,C3,23.46,0,0,1,39.3,8,13,debt_consolidation,MORTGAGE,NJ,FEB2004,3 years,35000,Source Verified,15000,0,15000,0,1,0.2341691137,0.175643466588519,0.1715567968159956
28252,Fully Paid,32000,32000,22.35,890.19,60 months,D,D5,9.61,0,2,0,47.3,7,11,debt_consolidation,RENT,WA,MAY2002,< 1 year,120000,Not Verified,32000,0,32000,0,1,0.3719175188,0.24259246683589172,0.21124155917823043
28290,Fully Paid,21000,21000,19.92,779.58,36 months,D,D3,25.55,0,0,1,40.3,15,21,debt_consolidation,MORTGAGE,DE,AUG2004,n/a,38988,Verified,21000,0,21000,0,1,0.4483426338,0.27805839263746684,0.21124155917823043
28394,Fully Paid,1000,1000,24.37,39.43,36 months,E,E2,14.56,0,1,1,78.7,10,17,medical,RENT,OR,JAN1999,3 years,110000,Not Verified,1000,0,1000,0,1,0.3722771615,0.25647493860380505,0.26321838497840144
28396,Fully Paid,40000,40000,17.97,1015.09,60 months,D,D1,31.5,0,0,0,58.7,23,61,credit_card,MORTGAGE,GA,FEB2005,4 years,105200,Source Verified,40000,0,40000,0,1,0.3586429543,0.23643225733401232,0.21124155917823043
28420,Fully Paid,16000,16000,20.89,431.87,60 months,D,D4,13.11,0,0,0,95.7,5,6,debt_consolidation,RENT,NY,APR2005,10+ years,53000,Source Verified,16000,0,16000,0,1,0.3487956109,0.2318624879543126,0.21124155917823043
28426,Fully Paid,25000,25000,12.98,568.58,60 months,B,B5,15.27,0,0,0,86.3,6,12,debt_consolidation,MORTGAGE,WA,OCT2007,10+ years,65000,Verified,25000,0,25000,0,1,0.1297757353,0.12357409612626714,0.12551628685844768
28442,Fully Paid,16000,16000,12.98,538.95,36 months,B,B5,15.15,0,2,1,19.8,9,15,debt_consolidation,OWN,NC,MAR2000,2 years,53000,Verified,16000,0,16000,0,1,0.1467447049,0.1305792362351832,0.12551628685844768
28492,Fully Paid,21000,21000,12.98,477.6,60 months,B,B5,10.97,0,1,0,81.4,11,20,debt_consolidation,MORTGAGE,OH,MAR2014,1 year,180000,Source Verified,21000,0,21000,0,1,0.1335595484,0.12513613209758812,0.12551628685844768
28507,Fully Paid,4350,4350,12.98,146.53,36 months,B,B5,2.58,0,0,0,22.9,1,4,moving,RENT,CA,FEB2008,< 1 year,20000,Source Verified,4350,0,4350,0,1,0.1250563735,0.12162584638494718,0.12551628685844768
28523,Fully Paid,1200,1200,27.27,49.17,36 months,E,E5,22.08,0,0,0,49.1,8,10,vacation,MORTGAGE,FL,JUN2011,10+ years,30000,Not Verified,1200,0,1200,0,1,0.3295252685,0.23506036514394094,0.26321838497840144
28698,Fully Paid,5000,5000,14.47,172.04,36 months,C,C2,11.74,2,0,0,45,14,44,home_improvement,MORTGAGE,SC,MAR2000,10+ years,70000,Source Verified,5000,0,5000,0,1,0.1651121209,0.14448897317007126,0.1715567968159956
28726,Fully Paid,20000,20000,19.92,528.99,60 months,D,D3,31.63,0,0,0,41.3,33,46,debt_consolidation,RENT,TN,JUN2007,10+ years,55500,Not Verified,20000,0,20000,0,1,0.4453520513,0.27667057952068597,0.21124155917823043
28924,Fully Paid,10000,10000,16.14,243.93,60 months,C,C4,15.03,0,1,0,12.9,16,25,debt_consolidation,RENT,NJ,AUG1983,< 1 year,50000,Source Verified,10000,0,10000,0,1,0.2841416693,0.1981881733795048,0.1715567968159956
28938,Fully Paid,4000,4000,7.56,124.54,36 months,A,A3,10.53,0,0,0,7.6,4,7,medical,MORTGAGE,FL,SEP1991,5 years,40000,Verified,4000,0,4000,0,1,0.0470777718,0.08793280132011082,0.09318522201240317
28981,Fully Paid,12000,12000,13.56,276.49,60 months,C,C1,21.46,0,0,0,57.5,10,30,debt_consolidation,OWN,TX,SEP2000,10+ years,60000,Not Verified,12000,0,12000,0,1,0.1837275318,0.152887162446071,0.1715567968159956
28983,Fully Paid,12000,12000,25.34,354.62,60 months,E,E3,13.14,0,0,0,100.7,9,13,debt_consolidation,MORTGAGE,NY,SEP2010,10+ years,130000,Verified,12000,0,12000,0,1,0.3282104284,0.23440175711670283,0.26321838497840144
28988,Fully Paid,20000,20000,10.33,648.45,36 months,B,B1,13.49,0,0,0,14.5,16,21,debt_consolidation,RENT,CA,JAN1993,< 1 year,65000,Not Verified,20000,0,20000,0,1,0.1620276392,0.1368883462501401,0.12551628685844768
29007,Fully Paid,15000,15000,10.33,486.34,36 months,B,B1,27.81,0,1,0,67.5,10,28,credit_card,MORTGAGE,TX,MAR2007,1 year,65000,Source Verified,15000,0,15000,0,1,0.1344040548,0.1254847617312269,0.12551628685844768
29043,Fully Paid,7500,7500,10.72,244.55,36 months,B,B2,6.75,1,0,0,2.5,23,41,medical,MORTGAGE,CA,AUG1996,2 years,120000,Verified,7500,0,7500,0,1,0.1066522023,0.11402822549908749,0.12551628685844768
29062,Fully Paid,28000,28000,17.97,710.56,60 months,D,D1,13.75,2,0,0,41.6,24,46,debt_consolidation,MORTGAGE,TX,APR2006,10+ years,98000,Not Verified,28000,0,28000,0,1,0.2744227193,0.19734891927817536,0.21124155917823043
29108,Fully Paid,1600,1600,20.89,60.19,36 months,D,D4,7.72,1,0,0,7.4,6,10,other,RENT,CO,AUG2011,< 1 year,50000,Verified,1600,0,1600,0,1,0.2850733321,0.2022914547693697,0.21124155917823043
29123,Fully Paid,16000,16000,8.19,325.88,60 months,A,A4,23.5,0,0,0,41.4,11,43,debt_consolidation,MORTGAGE,FL,JUL2006,2 years,55000,Source Verified,16000,0,16000,0,1,0.0575886725,0.09193659943420325,0.09318522201240317
29181,Fully Paid,20000,20000,16.14,704.53,36 months,C,C4,9.25,0,2,0,57.7,20,30,credit_card,MORTGAGE,CA,OCT2007,7 years,110000,Source Verified,20000,0,20000,0,1,0.2127341927,0.1659732785576923,0.1715567968159956
29241,Fully Paid,15300,15300,7.56,476.35,36 months,A,A3,20.12,0,0,0,34.3,23,36,debt_consolidation,MORTGAGE,WA,APR2006,3 years,85000,Not Verified,15300,0,15300,0,1,0.0612511489,0.0933317050033414,0.09318522201240317
29320,Fully Paid,24000,24000,23.4,934.05,36 months,E,E1,68.97,0,0,0,62.3,11,14,credit_card,OWN,CA,OCT2011,< 1 year,20000,Not Verified,24000,0,24000,0,1,0.6297111491,0.38542452777231145,0.26321838497840144
29379,Fully Paid,3000,3000,11.8,99.36,36 months,B,B4,4.55,1,0,0,28.9,8,13,vacation,MORTGAGE,CA,APR1999,10+ years,90000,Not Verified,3000,0,3000,0,1,0.0787321176,0.10250223955022329,0.12551628685844768
29385,Fully Paid,15000,15000,12.98,341.15,60 months,B,B5,6.95,0,0,0,70,3,15,credit_card,MORTGAGE,NC,NOV1993,n/a,55448,Not Verified,15000,0,15000,0,1,0.1322662114,0.12460221594907635,0.12551628685844768
29398,Fully Paid,12000,12000,7.56,373.61,36 months,A,A3,17.58,0,0,0,65.5,10,32,home_improvement,RENT,MD,JUL1993,10+ years,130000,Not Verified,12000,0,12000,0,1,0.0623488346,0.09374983395926677,0.09318522201240317
29422,Fully Paid,1000,1000,8.81,31.72,36 months,A,A5,10.56,0,2,0,15.4,10,10,credit_card,RENT,NC,AUG2014,1 year,35000,Not Verified,1000,0,1000,0,1,0.0623827227,0.09376274256859939,0.09318522201240317
29489,Fully Paid,30000,30000,7.21,929.2,36 months,A,A3,22.1,0,2,0,28.7,18,42,debt_consolidation,MORTGAGE,SC,JUL1996,10+ years,100000,Verified,30000,0,30000,0,1,0.0678057014,0.09582845629871038,0.09318522201240317
29511,Fully Paid,16000,16000,16.14,563.62,36 months,C,C4,16.74,0,0,0,63.2,5,10,debt_consolidation,RENT,PA,MAY2004,4 years,40000,Not Verified,16000,0,16000,0,1,0.2418038078,0.1790877959380344,0.1715567968159956
29536,Fully Paid,8000,8000,8.19,251.4,36 months,A,A4,13.15,0,0,0,63.8,14,33,other,MORTGAGE,TX,APR1993,3 years,250000,Verified,8000,0,8000,0,1,0.044366581,0.08690005817831854,0.09318522201240317
29568,Fully Paid,8000,8000,10.33,259.38,36 months,B,B1,6.22,0,0,1,5.3,15,27,credit_card,MORTGAGE,TN,MAR2000,3 years,60000,Verified,8000,0,8000,0,1,0.0920481779,0.10799938347228412,0.12551628685844768
29585,Fully Paid,2000,2000,19.92,74.25,36 months,D,D3,25.34,0,2,0,72,11,56,vacation,MORTGAGE,TX,OCT2001,8 years,118000,Verified,2000,0,2000,0,1,0.2021144219,0.16379344853499592,0.21124155917823043
29589,Fully Paid,20000,20000,14.47,470.26,60 months,C,C2,11.39,0,1,0,12.2,9,24,debt_consolidation,RENT,NY,JUN2002,6 years,73000,Not Verified,20000,0,20000,0,1,0.2150088625,0.16699947709950372,0.1715567968159956
29622,Fully Paid,2800,2800,17.97,101.19,36 months,D,D1,29.44,0,1,0,23.2,17,21,home_improvement,MORTGAGE,WI,JUL2002,< 1 year,32000,Source Verified,2800,0,2800,0,1,0.3297337745,0.2230166304714137,0.21124155917823043
29713,Fully Paid,40000,40000,13.56,1358.58,36 months,C,C1,7.32,0,1,0,16.3,11,30,debt_consolidation,MORTGAGE,IL,JAN1980,2 years,425000,Verified,40000,0,40000,0,1,0.1948603318,0.15790963345539208,0.1715567968159956
29775,Fully Paid,5000,5000,12.98,168.43,36 months,B,B5,24.89,0,0,0,86,3,5,credit_card,RENT,GA,AUG2009,8 years,33600,Source Verified,5000,0,5000,0,1,0.1795340022,0.14411533342162658,0.12551628685844768
29782,Fully Paid,5500,5500,17.97,198.76,36 months,D,D1,5.04,0,0,0,66.5,3,4,debt_consolidation,RENT,FL,JUL2014,< 1 year,25000,Source Verified,5500,0,5500,0,1,0.2728139148,0.19660233563186694,0.21124155917823043
29825,Fully Paid,35000,35000,13.56,806.43,60 months,C,C1,25.37,0,3,0,15.8,12,27,debt_consolidation,MORTGAGE,NY,JUN1994,10+ years,127000,Source Verified,35000,0,35000,0,1,0.262947884,0.18862677173328593,0.1715567968159956
29863,Fully Paid,15000,15000,20.89,404.88,60 months,D,D4,3.96,0,0,1,44.8,8,21,debt_consolidation,MORTGAGE,AZ,JUL1994,10+ years,51500,Source Verified,15000,0,15000,0,1,0.2327148789,0.1779939314188789,0.21124155917823043
29874,Fully Paid,30000,30000,19.92,1113.69,36 months,D,D3,16.95,2,1,0,50.7,12,30,debt_consolidation,MORTGAGE,IL,DEC2001,7 years,89000,Not Verified,30000,0,30000,0,1,0.2893177635,0.20426113043295588,0.21124155917823043
29875,Fully Paid,20000,20000,16.14,704.53,36 months,C,C4,13.42,0,0,0,80,5,8,debt_consolidation,RENT,CA,NOV2003,1 year,75000,Source Verified,20000,0,20000,0,1,0.2804365115,0.19651662196068295,0.1715567968159956
29894,Fully Paid,10000,10000,18.94,366.26,36 months,D,D2,14.72,0,2,1,34.9,10,13,debt_consolidation,OWN,CA,MAY2007,10+ years,75000,Not Verified,10000,0,10000,0,1,0.2636845685,0.1923657608031253,0.21124155917823043
29895,Fully Paid,12000,12000,11.8,397.43,36 months,B,B4,34.26,0,1,0,32.9,11,30,debt_consolidation,MORTGAGE,FL,OCT2007,< 1 year,42000,Source Verified,12000,0,12000,0,1,0.158947482,0.13561679392539042,0.12551628685844768
30003,Fully Paid,18000,18000,11.31,591.95,36 months,B,B3,14.16,0,0,0,25.7,9,18,credit_card,RENT,IL,JUL1987,6 years,160000,Not Verified,18000,0,18000,0,1,0.1407645534,0.12811050654106879,0.12551628685844768
30072,Fully Paid,1500,1500,7.56,46.71,36 months,A,A3,13.82,0,1,0,17.9,8,21,credit_card,MORTGAGE,MI,MAR2007,4 years,72000,Not Verified,1500,0,1500,0,1,0.0386821725,0.08473476096149382,0.09318522201240317
30091,Fully Paid,2400,2400,7.56,74.73,36 months,A,A3,6.43,0,1,0,18.4,21,31,major_purchase,RENT,MD,JUN2011,3 years,76000,Verified,2400,0,2400,0,1,0.0656026509,0.09498927327444774,0.09318522201240317
30184,Fully Paid,15000,15000,19.92,556.85,36 months,D,D3,19.77,1,0,0,41.7,10,22,debt_consolidation,MORTGAGE,IL,APR2002,2 years,40000,Source Verified,15000,0,15000,0,1,0.2974401236,0.2080304021002641,0.21124155917823043
30323,Fully Paid,5000,5000,19.92,185.62,36 months,D,D3,14.9,0,2,0,62.3,10,23,debt_consolidation,RENT,MN,AUG1998,4 years,46000,Source Verified,5000,0,5000,0,1,0.3131493058,0.21532042306141833,0.21124155917823043
30353,Fully Paid,40000,40000,12.98,909.72,60 months,B,B5,23.1,0,3,1,27,22,40,credit_card,MORTGAGE,MI,FEB2009,2 years,80000,Source Verified,40000,0,40000,0,1,0.1981419035,0.15179705828837284,0.12551628685844768
30359,Fully Paid,6600,6600,23.4,256.87,36 months,E,E1,26.41,2,0,0,30.7,11,25,home_improvement,MORTGAGE,NC,SEP2005,< 1 year,90000,Source Verified,6600,0,6600,0,1,0.4050735562,0.2729027679755208,0.26321838497840144
30372,Fully Paid,9500,9500,16.91,338.28,36 months,C,C5,25.74,0,1,0,78.5,10,41,debt_consolidation,MORTGAGE,WI,SEP1999,3 years,58500,Not Verified,9500,0,9500,0,1,0.1747231581,0.14882491342827284,0.1715567968159956
30484,Fully Paid,5000,5000,6.46,153.16,36 months,A,A1,3.41,0,1,0,4.6,4,21,credit_card,RENT,NJ,FEB1999,2 years,180000,Verified,5000,0,5000,0,1,0.0450644505,0.08716588968674317,0.09318522201240317
30487,Fully Paid,13800,13800,15.02,478.52,36 months,C,C3,4.94,0,0,0,60.2,8,29,credit_card,MORTGAGE,GA,MAY1997,10+ years,1100000,Verified,13800,0,13800,0,1,0.1366777918,0.13166105983521884,0.1715567968159956
30509,Fully Paid,16000,16000,10.72,345.65,60 months,B,B2,29.99,0,0,0,76.6,6,17,other,MORTGAGE,AL,JUN1990,10+ years,125000,Verified,16000,0,16000,0,1,0.1243910785,0.12135119890789817,0.12551628685844768
30553,Fully Paid,17000,17000,13.56,391.7,60 months,C,C1,5.18,0,2,0,28.6,9,20,credit_card,RENT,CA,AUG1981,5 years,86000,Not Verified,17000,0,17000,0,1,0.1869193011,0.1543271028723511,0.1715567968159956
30625,Fully Paid,1000,1000,18.94,36.63,36 months,D,D2,8.57,0,2,1,94.2,10,15,other,RENT,TX,JUN2008,2 years,80000,Verified,1000,0,1000,0,1,0.2499509844,0.18599253814352854,0.21124155917823043
30739,Fully Paid,4750,4750,8.19,149.27,36 months,A,A4,29.69,0,1,1,15.1,14,40,small_business,MORTGAGE,PA,APR2006,2 years,50000,Not Verified,4750,0,4750,0,1,0.0672661781,0.09562294181116045,0.09318522201240317
30851,Fully Paid,17000,17000,10.72,554.31,36 months,B,B2,12.54,0,0,0,36.2,11,18,medical,OWN,FL,NOV1984,10+ years,128000,Not Verified,17000,0,17000,0,1,0.126906901,0.12238978224660975,0.12551628685844768
30861,Fully Paid,2800,2800,12.98,94.32,36 months,B,B5,33.01,0,0,1,35.9,14,23,debt_consolidation,MORTGAGE,AZ,DEC2001,10+ years,73000,Verified,2800,0,2800,0,1,0.1462594692,0.1303789209453056,0.12551628685844768
31030,Fully Paid,7200,7200,15.02,249.67,36 months,C,C3,13.15,0,0,0,16.1,7,18,home_improvement,MORTGAGE,CO,JUL2014,5 years,48000,Not Verified,7200,0,7200,0,1,0.1583325419,0.14143042195358466,0.1715567968159956
31060,Fully Paid,6000,6000,14.47,206.44,36 months,C,C2,9.21,0,1,0,0,3,8,home_improvement,MORTGAGE,AL,JUN2000,10+ years,60320,Verified,6000,0,6000,0,1,0.1566530709,0.14067274244721648,0.1715567968159956
31112,Fully Paid,40000,40000,8.19,814.7,60 months,A,A4,29.32,0,0,0,18.5,12,36,debt_consolidation,MORTGAGE,TX,JUL1995,10+ years,135000,Verified,40000,0,40000,0,1,0.0845479823,0.10220590335165665,0.09318522201240317
31116,Fully Paid,13250,13250,11.8,293.41,60 months,B,B4,20.92,0,0,0,32.6,12,20,debt_consolidation,MORTGAGE,MA,JUN2004,9 years,72000,Source Verified,13250,0,13250,0,1,0.1436268458,0.12929211978968264,0.12551628685844768
31182,Fully Paid,6000,6000,10.72,195.64,36 months,B,B2,16.48,0,1,0,16,11,16,small_business,RENT,OR,FEB2012,< 1 year,60000,Not Verified,6000,0,6000,0,1,0.17652335,0.14287247419225907,0.12551628685844768
31197,Fully Paid,11000,11000,8.19,345.67,36 months,A,A4,19.15,0,1,0,52.9,9,28,debt_consolidation,RENT,MN,MAR1995,< 1 year,43000,Not Verified,11000,0,11000,0,1,0.0667615641,0.09543072492706937,0.09318522201240317
